0,9.03223362509919
1000,6.483013233039
2000,6.10720227972941
3000,5.93487992827607
4000,5.82086411033988
5000,5.73676916673945
6000,5.66850233812955
7000,5.60365588509199
8000,5.54971829942358
9000,5.50003244080173
10000,5.45120426200321
11000,5.41316234815576
12000,5.37526481307391
13000,5.33569063181942
14000,5.30359186373568
15000,5.26968129730695
16000,5.24023891347845
17000,5.21122975472898
18000,5.18493066527841
19000,5.15755170106006
20000,5.13253280678454
21000,5.10757279748834
22000,5.08799969488537
23000,5.06572535887599
24000,5.04172814054054
25000,5.02179255173915
26000,5.00541359575697
27000,4.98326868223056
28000,4.96549993290413
29000,4.95160765712564
30000,4.93360455585908
31000,4.91697247166522
32000,4.90091171923166
33000,4.88497261230807
34000,4.87209278587642
35000,4.85826670315057
36000,4.84374212101561
37000,4.831290974129
38000,4.82038817923107
39000,4.80731557535625
40000,4.79562639278784
41000,4.78421073394992
42000,4.77317566436551
43000,4.75999522797129
44000,4.75049471531785
45000,4.73901854843158
46000,4.72723353100176
47000,4.71906426390943
48000,4.71160047180703
49000,4.7015971675901
50000,4.69673937110807
51000,4.65333277935165
52000,4.64451494140484
53000,4.63740838382453
54000,4.6321636713242
55000,4.62728855024872
56000,4.62201824199992
57000,4.61712585689107
58000,4.612232424034
59000,4.60627378194459
60000,4.60311361276413
61000,4.59870857433973
62000,4.59338702255936
63000,4.58864919677763
64000,4.58644456575302
65000,4.58109528803796
66000,4.57776957404893
67000,4.5725199279597
68000,4.56921841683723
69000,4.56540086207643
70000,4.56177283215317
71000,4.5585076088676
72000,4.55375258813804
73000,4.55329792214381
74000,4.54885174166848
75000,4.54497051150819
76000,4.54093079619872
77000,4.53785700039564
78000,4.53420316629139
79000,4.53201454106153
80000,4.52795296032832
