0,9.01201072685521
1000,6.26465806520054
2000,5.89980043289978
3000,5.72213337095257
4000,5.5868740155288
5000,5.49253131015682
6000,5.40749945622189
7000,5.33878185202391
8000,5.26859471655535
9000,5.20998503615172
10000,5.15411899590538
11000,5.10330793072034
12000,5.05470470288815
13000,5.01734848197026
14000,4.96928595485945
15000,4.93087060832794
16000,4.89817528871672
17000,4.86223327171826
18000,4.8346170340889
19000,4.79993126755275
20000,4.7729322763307
21000,4.7504917050143
22000,4.72204173047648
23000,4.70074448052629
24000,4.67590378382762
25000,4.65674296233925
